,id,text,labels,mult_model,rus_ner_model,roberta_large,spacy,gpt,gpt4
871,3064,"Презентация книги Александра Жолковского ""Эросипед и другие виньетки"". (М.: Водолей, 2003).","[[18, 40, 'PERSON']]","[(18, 41, 'PERSON'), (42, 69, 'WORK_OF_ART'), (72, 76, 'GPE'), (76, 83, 'ORG'), (85, 89, 'DATE')]","[(18, 41, 'PER')]","[[18, 40, 'PER'], [76, 83, 'ORG']]","[[18, 40, 'PER'], [85, 90, 'DATE']]",,
872,3065,"Творческая встреча с поэтессой, членом группы ""Окно"" Еленой Евсеевой. [встречи]","[[53, 68, 'PERSON']]","[(47, 51, 'ORG'), (53, 70, 'PERSON')]","[(53, 70, 'PER')]","[[53, 68, 'PER']]","[[53, 68, 'PER']]",,
873,3066,"Встреча со знаменитым писателем детективного жанра Полиной Дашковой. Презентация книги «Соотношение сил». Автограф-сессия. «Соотношение сил» – это книга об искренней любви и верности, о крепости духа и мужестве, о кропотливых научных поисках и блистательных открытиях. Множество сюжетных линий сплетаются в одну, а, казалось бы, разрозненные биографии становятся частью одной удивительной истории. Маша – талантливая балерина, которой интересуется сам Сталин. Илья – муж Маши и сотрудник НКВД, который не потерял благородство и здравый смысл. Марк Семенович Мазур – знаменитый радиофизик, сосланный в Иркутск. Карл Рихардович Штерн – учитель будущих советских шпионов. Мазур рассказывает приятелю о единственном способе быстро добывать уран в промышленных масштабах. Тем временем в Германии молодые ученые Эмма и Герман тоже ставят опыты. Кто же первым создаст атомную бомбу? Кто возьмет на себя ответственность за миллиарды жизней? Что важнее: быть признанным или быть Человеком? Полина Дашкова (псевдоним) — популярный автор детективов. Она родилась 14 июля 1960 года в Москве. Окончила Литературный институт имени Максима Горького. С пятого курса работала литературным консультантом в журнале «Сельская молодежь». А в 90-х годах Дашкова стала заведующей отделом литературы «Русского курьера». Первой ее публикацией были лирические стихи в журналах «Сельская молодежь», «Юность» и альманахе «Молодые голоса». Но широкую известность Полина получила как автор детективов. Тираж ее первой книги «Кровь не рожденных», выпущенной в 1997 году, был распродан мгновенно. Сегодня книги Полины Дашковой выходят не только в России, но и в Европе. Особенно ее творчество популярно в Германии. Отметим, что два романа Дашковой «Место под солнцем» «Херувим» были экранизированы в 2004 и 2005 годах соответственно. [буквоед]","[[471, 475, 'PERSON'], [543, 563, 'PERSON'], [610, 631, 'PERSON'], [1117, 1133, 'PERSON'], [1232, 1239, 'PERSON'], [1434, 1440, 'PERSON'], [1579, 1594, 'PERSON'], [1707, 1715, 'PERSON'], [51, 67, 'PERSON'], [398, 402, 'PERSON'], [452, 458, 'PERSON'], [460, 464, 'PERSON'], [669, 674, 'PERSON'], [806, 810, 'PERSON'], [813, 819, 'PERSON'], [981, 995, 'PERSON']]",[],"[(51, 69, 'PER'), (543, 564, 'PER'), (610, 632, 'PER'), (981, 996, 'PER'), (1089, 1135, 'ORG'), (1197, 1214, 'ORG'), (1277, 1293, 'ORG'), (1352, 1369, 'ORG'), (1579, 1595, 'PER')]","[[51, 67, 'PER'], [398, 402, 'PER'], [452, 458, 'PER'], [460, 464, 'PER'], [488, 492, 'ORG'], [543, 563, 'PER'], [601, 608, 'LOC'], [610, 631, 'PER'], [782, 790, 'LOC'], [806, 810, 'PER'], [813, 819, 'PER'], [981, 995, 'PER'], [1072, 1078, 'LOC'], [1089, 1133, 'ORG'], [1196, 1214, 'ORG'], [1276, 1293, 'ORG'], [1351, 1369, 'ORG'], [1372, 1380, 'ORG'], [1393, 1408, 'ORG'], [1615, 1621, 'LOC'], [1630, 1636, 'LOC'], [1673, 1681, 'LOC']]","[[51, 67, 'PER'], [452, 458, 'PER'], [471, 475, 'PER'], [488, 492, 'ORG'], [543, 563, 'PER'], [601, 608, 'LOC'], [610, 631, 'PER'], [669, 674, 'PER'], [782, 790, 'LOC'], [806, 810, 'PER'], [813, 819, 'PER'], [970, 979, 'LOC'], [981, 995, 'PER'], [1052, 1069, 'DATE'], [1072, 1078, 'LOC'], [1089, 1133, 'ORG'], [1232, 1239, 'PER'], [1277, 1293, 'ORG'], [1434, 1440, 'PER'], [1529, 1538, 'DATE'], [1579, 1594, 'PER'], [1615, 1621, 'LOC'], [1630, 1636, 'LOC'], [1673, 1681, 'LOC'], [1707, 1715, 'PER'], [1768, 1785, 'DATE']]",,
874,3067,"Творческий вечер Анны Банщиковой и Пяйви Ненонен. Выступление авторов и читателей книги ""Утренние рассказы"", чтение стихов и прозы. [соб. инф.]","[[35, 48, 'PERSON'], [17, 32, 'PERSON']]","[(17, 33, 'PERSON'), (35, 50, 'PERSON'), (88, 107, 'WORK_OF_ART')]","[(17, 33, 'PER'), (35, 50, 'PER')]","[[17, 32, 'PER'], [35, 48, 'PER']]","[[17, 32, 'PER'], [35, 48, 'PER']]",,
875,3068,"Презентация книги Александра Белых ""Феноменологический синематограф. О творчестве Николая Кононова."" [абцентр]","[[18, 34, 'PERSON']]","[(18, 35, 'PERSON'), (36, 69, 'WORK_OF_ART'), (82, 99, 'PERSON')]","[(18, 35, 'PER'), (82, 99, 'PER')]","[[18, 34, 'PER'], [82, 98, 'PER']]","[[18, 34, 'PER'], [82, 98, 'PER']]",,
876,3069,"Поэтарий-Питер, во главе ведущей Марии Стешиной (она же Мари Stell), представляет новый формат встреч: СТИХОТЕРАПИЯ. Все желающие могут прийти почитать стихи и получить консультацию арт-терапевтов, психологов, и любителей поэзии, а также, рекомендации по дальнейшей внутренней и творческой работе. Обещаем отличное настроение, огромный заряд вдохновения, интересные знакомства и с пользой проведённое время! [соб. инф.]","[[33, 47, 'PERSON'], [56, 66, 'PERSON']]","[(9, 14, 'PERSON'), (33, 48, 'PERSON'), (56, 66, 'PERSON')]","[(33, 48, 'PER'), (56, 66, 'PER')]","[[0, 14, 'ORG'], [33, 47, 'PER']]","[[33, 47, 'PER'], [56, 66, 'PER'], [103, 115, 'LOC'], [298, 305, 'LOC']]",,
877,3070,Творческая встреча с детским писателем и переводчиком Анной Ремез в рамках Недели детской книги – 2019.,"[[54, 65, 'PERSON']]","[(54, 66, 'PERSON'), (75, 96, 'WORK_OF_ART'), (98, 102, 'DATE')]","[(54, 66, 'PER')]","[[54, 65, 'PER'], [75, 103, 'ORG']]","[[54, 65, 'PER']]",,
878,3071,"Совместный проект студии «АЗиЯ-плюс» и издательства «Вита Нова»: творческий вечер поэта, писателя, драматурга, переводчика, автора песен ВЛАДИМИРА КАДЕНКО (Киев). В программе вечера: стихи и песни в исполнении В. Каденко, презентация его книги «Прогулкаимператора» (СПб.: «Вита Нова», 2007). Ведёт вечер директор и гл.редактор издательства «Вита Нова» Алексей Захаренков.","[[137, 154, 'PERSON'], [210, 220, 'PERSON'], [352, 370, 'PERSON']]","[(25, 26, 'ORG'), (26, 37, 'ORG'), (52, 53, 'ORG'), (53, 63, 'ORG'), (137, 155, 'PERSON'), (156, 160, 'GPE'), (210, 220, 'PERSON'), (244, 265, 'WORK_OF_ART'), (266, 272, 'GPE'), (272, 273, 'ORG'), (273, 283, 'ORG'), (285, 289, 'DATE'), (340, 341, 'ORG'), (341, 352, 'ORG'), (352, 370, 'PERSON')]","[(53, 62, 'ORG'), (137, 155, 'ORG'), (273, 282, 'ORG'), (341, 350, 'ORG'), (352, 370, 'PER')]","[[137, 154, 'PER'], [210, 220, 'PER'], [352, 370, 'PER']]","[[53, 62, 'PER'], [137, 161, 'ORG'], [210, 220, 'PER'], [273, 282, 'PER'], [285, 290, 'DATE'], [341, 350, 'PER'], [352, 370, 'PER']]",,
879,3072,"Презентация книги ""Сумерки ""Cайгона"""" (СПб, 2009). Вечер ведёт составитель и общий редактор Юлия Валиева.(Аннотация: ""Поэты Виктор Кривулин и Виктор Ширали, музыканты Сергей Курёхин и Борис Гребенщиков, художники Боб Кошелохов и Анатолий Белкин, философ Татьяна Горичева, профессора и хиппи, диссиденты и спекулянты, будущие знаменитости и никому не известные бродяги – всех их можно было встретить в кафе на углу Невского и Владимирского, получившем неофициальное название «Сайгон» и ставшем легендой Ленинграда 1960-х – 1980-х гг. В книге представлены воспоминания как завсегдатаев, так и нечастых посетителей кафе, интервью, фотографии и материалы самиздата из личных архивов. Отдельная глава посвящена «кафе поэтов» на Малой Садовой. В книгу включена антология поэзии и прозы. Большинство материалов публикуется впервые"".)","[[124, 139, 'PERSON'], [167, 181, 'PERSON'], [184, 201, 'PERSON'], [92, 104, 'PERSON'], [142, 155, 'PERSON'], [213, 226, 'PERSON'], [229, 244, 'PERSON'], [254, 270, 'PERSON']]","[(18, 38, 'WORK_OF_ART'), (39, 42, 'GPE'), (44, 48, 'DATE'), (92, 105, 'PERSON'), (124, 140, 'PERSON'), (142, 155, 'PERSON'), (167, 182, 'PERSON'), (184, 201, 'PERSON'), (213, 227, 'PERSON'), (229, 244, 'PERSON'), (254, 270, 'PERSON'), (414, 423, 'FAC'), (425, 438, 'FAC'), (475, 481, 'FAC'), (502, 513, 'GPE'), (513, 522, 'DATE'), (522, 533, 'DATE'), (723, 738, 'FAC')]","[(92, 105, 'PER'), (124, 140, 'PER'), (142, 155, 'PER'), (167, 182, 'PER'), (184, 201, 'PER'), (213, 227, 'PER'), (229, 244, 'PER'), (254, 270, 'PER'), (723, 738, 'LOC')]","[[92, 104, 'PER'], [124, 139, 'PER'], [142, 155, 'PER'], [167, 181, 'PER'], [184, 201, 'PER'], [213, 226, 'PER'], [229, 244, 'PER'], [254, 270, 'PER'], [414, 422, 'ORG'], [425, 438, 'ORG'], [502, 512, 'LOC'], [723, 736, 'ORG']]","[[28, 35, 'ORG'], [92, 96, 'PER'], [124, 139, 'PER'], [142, 155, 'PER'], [167, 181, 'PER'], [184, 201, 'PER'], [213, 226, 'PER'], [229, 244, 'PER'], [254, 270, 'PER'], [502, 512, 'LOC'], [723, 736, 'LOC']]",,
880,3073,"ПЛАТФОРУМ. Тема: <Еврейское казачество в русской культуре>. Автор: Александр Мелихов, писатель, автор книги <Исповедь еврея>.","[[67, 84, 'PERSON']]","[(18, 28, 'NORP'), (67, 84, 'PERSON'), (109, 123, 'WORK_OF_ART')]","[(67, 84, 'PER')]","[[67, 84, 'PER']]","[[0, 9, 'ORG'], [67, 84, 'PER']]",,
881,3074,"V ЛАНДШАФТНЫЙ ПОЭТИЧЕСКИЙ ФЕСТИВАЛЬ «ПУШКИНСКИЕ ЛАБОРАТОРИИ». ДИАЛОГ СЛОВА И ПРОСТРАНСТВА. 13.00 #1 самозахват / кафедра быстрого приготовления (Пушкин, Нижний парк, дачки в районе ул. Парковой) Лекция Никиты Сунгатова о фланерстве в поэзии и в реальности. 15.00 #2 сеятели пространства (Павловский парк, Самое красивое место) Стихи и поющие чаши. 17.00 #3 вода open/closed (Павловский парк, Розовопавильонные пруды, Олений мост) Чтение текстов, в которых (по мнению автора) есть движение от герметичного высказывания к открытой, стихийной речи (или наоборот), или имеет место включенность одного в другое. Контакты (для связи на месте и уточнения локаций): Владимир Беляев, куратор фестиваля: 8-981-174-24-18. Предварительный список участников ВСЕХ ДНЕЙ ФЕСТИВАЛЯ: Михаил Еремин, Александр Скидан, Николай Кононов, Светлана Иванова, Полина Барскова (США), Валерий Шубинский, Александр Ильянен, Дмитрий Григорьев, Сергей Соколовский (Москва), Александр Беляков (Ярославль), Александр Горнон, Иван Ахметьев (Москва), Татьяна Нешумова (Москва), Алексей Порвин, Настя Денисова, Иван Соколов, Галина Рымбу, Станислав Снытко, Никита Сафонов, Вера Воинова, Александра Цибуля, Кирилл Корчагин (Москва), Андрей Гришаев (Москва), Никита Сафонов, Ксения Циммерман, Валерий Земских, Константин Шавловский, Джонатан Платт, Владимир Раннев, Станислава Могилева, Инга Шепелева, Лада Чижова, Данила Давыдов (Москва), Никита Сунгатов (Москва), Екатерина Соколова (Москва), Андрей Черкасов (Москва), Владимир Беляев, Елена Костылева, Полина Заславская, Дина Гатина (Москва), Дарья Серенко (Москва), Наталья Федорова, Анна Толкачева (Нижний Новгород), Любовь Макаревская (Москва), Дарья Суховей, Василий Степанов, Анна Орлицкая (Москва), Артем Верле (Псков), Евгения Вежлян (Москва), Игорь Бобырев (Донецк), Саша Мороз (Москва), Ярослава Захарова, Оксана Васякина (Москва), Алена Папина (Москва), Антон Михайлов (Михайлов), Анастасия Романова, Андрей Полонский, Лидия Чередеева, Ольга Логош, Петр Разумов, Елена Шаталина, Дмитрий Чернышев, Полина Мошкина, Людмила Монастырева, Майя Шереметьева, Никита Миронов, Тимофей Усиков, Дарья Петрова, Елена Глазова (Рига) и Алёша Прокопьев (Москва). [пушкинлаб]","[[202, 218, 'PERSON'], [658, 673, 'PERSON'], [766, 779, 'PERSON'], [781, 797, 'PERSON'], [799, 814, 'PERSON'], [816, 832, 'PERSON'], [834, 849, 'PERSON'], [857, 874, 'PERSON'], [876, 893, 'PERSON'], [895, 912, 'PERSON'], [914, 932, 'PERSON'], [943, 960, 'PERSON'], [974, 990, 'PERSON'], [992, 1005, 'PERSON'], [1016, 1032, 'PERSON'], [1043, 1057, 'PERSON'], [1059, 1073, 'PERSON'], [1075, 1087, 'PERSON'], [1089, 1101, 'PERSON'], [1103, 1119, 'PERSON'], [1121, 1135, 'PERSON'], [1137, 1149, 'PERSON'], [1151, 1168, 'PERSON'], [1170, 1185, 'PERSON'], [1196, 1210, 'PERSON'], [1221, 1235, 'PERSON'], [1237, 1253, 'PERSON'], [1255, 1270, 'PERSON'], [1272, 1293, 'PERSON'], [1295, 1309, 'PERSON'], [1311, 1326, 'PERSON'], [1328, 1347, 'PERSON'], [1349, 1362, 'PERSON'], [1364, 1375, 'PERSON'], [1377, 1391, 'PERSON'], [1402, 1417, 'PERSON'], [1428, 1446, 'PERSON'], [1457, 1472, 'PERSON'], [1483, 1498, 'PERSON'], [1500, 1515, 'PERSON'], [1517, 1534, 'PERSON'], [1536, 1547, 'PERSON'], [1558, 1571, 'PERSON'], [1582, 1598, 'PERSON'], [1600, 1614, 'PERSON'], [1634, 1652, 'PERSON'], [1663, 1676, 'PERSON'], [1678, 1694, 'PERSON'], [1696, 1709, 'PERSON'], [1741, 1755, 'PERSON'], [1766, 1779, 'PERSON'], [1830, 1845, 'PERSON'], [1720, 1731, 'PERSON'], [1790, 1800, 'PERSON'], [1811, 1828, 'PERSON'], [1856, 1868, 'PERSON'], [1879, 1893, 'PERSON'], [1906, 1924, 'PERSON'], [1926, 1942, 'PERSON'], [1944, 1959, 'PERSON'], [1961, 1972, 'PERSON'], [1974, 1986, 'PERSON'], [1988, 2002, 'PERSON'], [2004, 2020, 'PERSON'], [2022, 2036, 'PERSON'], [2038, 2057, 'PERSON'], [2059, 2075, 'PERSON'], [2077, 2091, 'PERSON'], [2093, 2107, 'PERSON'], [2109, 2122, 'PERSON'], [2124, 2137, 'PERSON'], [2147, 2162, 'PERSON']]",[],[],"[[181, 183, 'ORG'], [185, 193, 'ORG'], [202, 218, 'PER'], [288, 303, 'LOC'], [305, 309, 'ORG'], [375, 390, 'LOC'], [392, 415, 'LOC'], [417, 428, 'LOC'], [658, 673, 'PER'], [766, 779, 'PER'], [781, 797, 'PER'], [799, 814, 'PER'], [816, 832, 'PER'], [834, 849, 'PER'], [857, 874, 'PER'], [876, 893, 'PER'], [895, 912, 'PER'], [914, 932, 'PER'], [934, 940, 'LOC'], [943, 960, 'PER'], [962, 971, 'LOC'], [974, 990, 'PER'], [992, 1005, 'PER'], [1007, 1013, 'LOC'], [1016, 1032, 'PER'], [1034, 1040, 'LOC'], [1043, 1057, 'PER'], [1059, 1073, 'PER'], [1075, 1087, 'PER'], [1089, 1101, 'PER'], [1103, 1119, 'PER'], [1121, 1135, 'PER'], [1137, 1149, 'PER'], [1151, 1168, 'PER'], [1170, 1185, 'PER'], [1187, 1193, 'LOC'], [1196, 1210, 'PER'], [1221, 1235, 'PER'], [1237, 1253, 'PER'], [1255, 1270, 'PER'], [1272, 1293, 'PER'], [1295, 1309, 'PER'], [1311, 1326, 'PER'], [1328, 1347, 'PER'], [1349, 1362, 'PER'], [1364, 1375, 'PER'], [1377, 1391, 'PER'], [1393, 1399, 'LOC'], [1402, 1417, 'PER'], [1428, 1446, 'PER'], [1448, 1454, 'LOC'], [1457, 1472, 'PER'], [1474, 1480, 'LOC'], [1483, 1498, 'PER'], [1500, 1515, 'PER'], [1517, 1534, 'PER'], [1536, 1547, 'PER'], [1549, 1555, 'LOC'], [1558, 1571, 'PER'], [1573, 1579, 'LOC'], [1582, 1598, 'PER'], [1600, 1614, 'PER'], [1616, 1631, 'LOC'], [1634, 1652, 'PER'], [1654, 1660, 'LOC'], [1663, 1676, 'PER']]","[[77, 89, 'ORG'], [145, 151, 'PER'], [153, 164, 'LOC'], [181, 193, 'PER'], [195, 218, 'PER'], [288, 303, 'LOC'], [375, 390, 'LOC'], [392, 415, 'LOC'], [658, 673, 'PER'], [745, 749, 'ORG'], [755, 764, 'ORG'], [766, 779, 'PER'], [781, 797, 'PER'], [799, 814, 'PER'], [816, 832, 'PER'], [834, 849, 'PER'], [851, 854, 'LOC'], [857, 874, 'PER'], [876, 893, 'PER'], [895, 912, 'PER'], [914, 932, 'PER'], [934, 940, 'LOC'], [943, 960, 'PER'], [974, 990, 'PER'], [992, 1005, 'PER'], [1007, 1013, 'LOC'], [1016, 1032, 'PER'], [1034, 1040, 'LOC'], [1043, 1057, 'PER'], [1059, 1073, 'PER'], [1075, 1087, 'PER'], [1089, 1101, 'PER'], [1103, 1119, 'PER'], [1121, 1135, 'PER'], [1137, 1149, 'PER'], [1151, 1168, 'PER'], [1170, 1185, 'PER'], [1187, 1193, 'LOC'], [1196, 1210, 'PER'], [1212, 1218, 'LOC'], [1221, 1235, 'PER'], [1237, 1253, 'PER'], [1255, 1270, 'PER'], [1272, 1293, 'PER'], [1295, 1309, 'PER'], [1311, 1326, 'PER'], [1339, 1347, 'PER'], [1349, 1362, 'PER'], [1364, 1375, 'PER'], [1377, 1400, 'PER'], [1402, 1426, 'PER'], [1428, 1446, 'PER'], [1448, 1454, 'LOC'], [1457, 1472, 'PER'], [1474, 1480, 'LOC'], [1483, 1498, 'PER'], [1500, 1515, 'PER'], [1517, 1534, 'PER'], [1536, 1547, 'PER'], [1549, 1555, 'LOC'], [1558, 1571, 'PER'], [1573, 1579, 'LOC'], [1582, 1598, 'PER'], [1600, 1614, 'PER'], [1616, 1631, 'LOC'], [1634, 1661, 'PER'], [1663, 1676, 'PER'], [1678, 1694, 'PER'], [1696, 1718, 'PER'], [1720, 1731, 'PER'], [1733, 1738, 'PER'], [1741, 1755, 'PER'], [1757, 1763, 'LOC'], [1766, 1779, 'PER'], [1781, 1787, 'LOC'], [1790, 1809, 'PER'], [1811, 1828, 'PER'], [1830, 1845, 'PER'], [1847, 1853, 'LOC'], [1856, 1877, 'PER'], [1879, 1893, 'PER'], [1895, 1903, 'PER'], [1906, 1924, 'PER'], [1926, 1942, 'PER'], [1944, 1959, 'PER'], [1961, 1972, 'PER'], [1974, 1986, 'PER'], [1988, 2002, 'PER'], [2004, 2020, 'PER'], [2022, 2036, 'PER'], [2038, 2057, 'PER'], [2059, 2075, 'PER'], [2077, 2091, 'PER'], [2093, 2107, 'PER'], [2109, 2122, 'PER'], [2124, 2144, 'PER'], [2147, 2171, 'PER']]",,
882,3075,"Презентация новой книги стихов Аркадия Илина ""Сегодня, завтра и вчера"". [соб. инф.]","[[31, 44, 'PERSON']]","[(31, 45, 'PERSON'), (46, 69, 'WORK_OF_ART')]","[(31, 45, 'PER')]","[[31, 44, 'PER']]","[[31, 44, 'PER']]",,
883,3076,"Встреча с К. Собчак. Презентация книги А. Собчака «Сталин. Личное дело». Автограф-сессия. Эта книга буквально обречена на громкий общественный резонанс. Она ждала своего выхода более 25 лет. Анатолий Собчак писал ее в Париже, находясь в политическом изгнании в 1998 – 1999 годах. Это — последняя работа Анатолия Собчака, одного из самых ярких политических деятелей новой России, первого мэра Санкт-Петербурга. «Сталин. Личное дело» – книга, которую он, можно сказать, писал всю жизнь. Сегодня к Сталину относятся по-разному. Для одних он олицетворяет память о страшных злодеяниях, для других — о великих свершениях. Одни до сих пор проклинают его имя, другие — выходят с его портретом на митинги и демонстрации. По мнению Ксении Собчак, инициатора издания, память о Сталине — это миф, который творился и при его жизни, и после его смерти, который продолжает твориться и сегодня. Анатолий Собчак деструктурирует этот миф, воссоздавая портрет реального Сталина в форме, наиболее характерной для сталинской эпохи. В форме анкеты — одного из важнейших документов того времени. Анатолий Собчак: «Как известно, память раба, как и его психология, отличается от памяти и психологии свободного человека. Свобода для человека с рабской с психологией – тяжкое бремя и худшее из наказаний, а самое сильное чувство в нем – чувство преклонения перед своим господином. Раб, даже если он вдруг стал свободным, в душе сохраняет тягу к «сильной руке» и «жесткому порядку». Ксения Собчак: «Сегодня, когда в центре Европы льется кровь и идет братоубийственная война, кажется, что Сталин из гроба усмехается, прикуривая свою трубку и наблюдая за происходящим, как за делом своих рук.<…> Без преувеличения можно сказать, что книга – политическое завещание А. А. Собчака, предупреждение и предостережение своим последователям и ученикам, а главное – своему народу». [буквоед]","[[10, 19, 'PERSON'], [39, 49, 'PERSON'], [191, 206, 'PERSON'], [303, 319, 'PERSON'], [879, 894, 'PERSON'], [951, 958, 'PERSON'], [1455, 1468, 'PERSON'], [1560, 1566, 'PERSON'], [1734, 1747, 'PERSON'], [495, 502, 'PERSON'], [722, 735, 'PERSON'], [766, 773, 'PERSON'], [1073, 1088, 'PERSON']]",[],"[(191, 207, 'PER'), (303, 319, 'PER'), (722, 735, 'PER'), (879, 895, 'PER'), (1073, 1090, 'PER'), (1455, 1470, 'PER')]","[[10, 19, 'PER'], [39, 49, 'PER'], [191, 206, 'PER'], [218, 224, 'LOC'], [303, 319, 'PER'], [371, 377, 'LOC'], [392, 408, 'LOC'], [722, 735, 'PER'], [766, 772, 'PER'], [879, 894, 'PER'], [951, 957, 'PER'], [1073, 1088, 'PER'], [1455, 1468, 'PER'], [1560, 1566, 'PER'], [1734, 1747, 'PER']]","[[10, 19, 'PER'], [51, 57, 'PER'], [191, 206, 'PER'], [218, 224, 'LOC'], [261, 278, 'DATE'], [303, 319, 'PER'], [371, 377, 'LOC'], [392, 408, 'LOC'], [411, 417, 'PER'], [722, 735, 'PER'], [766, 773, 'LOC'], [879, 894, 'PER'], [951, 958, 'PER'], [1073, 1088, 'PER'], [1455, 1468, 'PER'], [1495, 1501, 'LOC'], [1560, 1566, 'PER'], [1734, 1747, 'PER']]",,
884,3077,Презентация книги самого популярного писателя-фантаста Сергея Лукьяненко «Кваzи». Автограф-сессия [буквоед],"[[55, 72, 'PERSON']]","[(55, 73, 'PERSON'), (74, 80, 'WORK_OF_ART')]","[(55, 73, 'PER')]","[[55, 72, 'PER']]","[[55, 72, 'PER'], [74, 79, 'ORG']]",,
885,3078,"Издательство ""Амфора"" представляет: в рамках визита в Россию хорватского писателя Неделько Фабрио, автора романа ""Смерть Вронского"", состоится круглый стол ""Взаимопроникновение и взаимовлияние русской и хорватской культур"". Участники: Неделько Фабрио, посол Республики Хорватия в России, консул Республики Хорватия в России, Наль Подольский, Павел Крусанов, Александр Секацкий, Дмитрий Григорьев.","[[82, 97, 'PERSON'], [235, 250, 'PERSON'], [325, 340, 'PERSON'], [342, 356, 'PERSON'], [358, 376, 'PERSON'], [378, 395, 'PERSON']]","[(13, 22, 'ORG'), (54, 61, 'GPE'), (61, 73, 'NORP'), (82, 97, 'PERSON'), (113, 131, 'WORK_OF_ART'), (156, 193, 'WORK_OF_ART'), (203, 214, 'NORP'), (235, 250, 'PERSON'), (258, 278, 'GPE'), (280, 286, 'GPE'), (295, 315, 'GPE'), (317, 323, 'GPE'), (325, 340, 'PERSON'), (342, 356, 'PERSON'), (358, 376, 'PERSON'), (378, 395, 'PERSON')]","[(82, 97, 'PER'), (235, 250, 'PER'), (258, 278, 'LOC'), (295, 315, 'LOC'), (325, 340, 'PER'), (342, 356, 'PER'), (358, 376, 'PER'), (378, 395, 'PER')]","[[54, 60, 'LOC'], [61, 67, 'LOC'], [82, 97, 'PER'], [235, 250, 'PER'], [258, 277, 'LOC'], [280, 286, 'LOC'], [295, 314, 'LOC'], [317, 323, 'LOC'], [325, 340, 'PER'], [342, 356, 'PER'], [358, 376, 'PER'], [378, 395, 'PER']]","[[54, 60, 'LOC'], [82, 97, 'PER'], [235, 250, 'PER'], [258, 277, 'LOC'], [280, 286, 'LOC'], [295, 314, 'LOC'], [317, 323, 'LOC'], [325, 340, 'PER'], [342, 356, 'PER'], [358, 376, 'PER'], [378, 395, 'PER']]",,
886,3079,"ПРЕЗЕНТАЦИЯ КНИГИ ИРИНЫ ЗАРТАЙСКОЙ ""ВСЕ БАБУШКИ УМЕЮТ ЛЕТАТЬ"". В 13.45 – на Главной площади Дивного города торжественное открытие выставки иллюстраций из «Бабушек…» ее создателями. В 14.00 – мы начнем отмечать в «Лавочке» настоящий День рождения Книги! На день рождения приглашены: вы, ваши друзья, автор и другие «близкие родственники» книги - художники и издатель. В теплой семейной компании мы будем знакомиться, делиться рассказами о бабушках, разглядывать чудесные иллюстрации, рисовать и получать призы. [лавочка]","[[18, 34, 'PERSON']]","[(65, 71, 'TIME'), (76, 107, 'FAC'), (155, 162, 'WORK_OF_ART'), (183, 189, 'TIME')]","[(36, 60, 'ORG'), (76, 92, 'LOC'), (92, 107, 'LOC')]","[[76, 91, 'LOC'], [92, 106, 'LOC']]","[[54, 60, 'BOMB'], [76, 91, 'LOC'], [92, 106, 'LOC'], [213, 220, 'ORG']]",,
887,3080,"Фестиваль ""Поэзия улиц"". 19.00 - Урок русского языка для участников фестиваля (Конференц–зал). 20.00 - Презентация поэтического сборника «На Втором Белорусском» (Малая сцена). Приглашаются к участию все желающие авторы сборника. [поэу]",[],"[(0, 10, 'EVENT'), (25, 31, 'TIME'), (79, 88, 'FAC'), (95, 101, 'TIME'), (137, 159, 'WORK_OF_ART')]",[],[],[],,
888,3177,"Еврейский общинный центр Санкт-Петербурга представляет ФЕСТИВАЛЬ ЕВРЕЙСКОЙ КНИГИ 2005. День первый. 17.00 - Открытие Фестиваля 17.30 - Презентация новых еврейских изданий 18.30 - Концерт ""Праздник еврейской песни"". Участвуют еврейские детские музыкальные коллективы города. Вход свободный. Ежедневно с 17.00 до 21.00 книжная ярмарка: выставка-продажа еврейских книг на русском языке, изданных в Израиле, России, Украине, Белоруссии, Молдове; фотовыставка ""К 10-летию питерского Клезфеста""; выставка книг ""Еврейская музыка вчера и сегодня"".",[],"[(0, 10, 'NORP'), (25, 42, 'GPE'), (55, 85, 'EVENT'), (87, 100, 'DATE'), (100, 106, 'TIME'), (117, 127, 'EVENT'), (127, 133, 'DATE'), (171, 177, 'DATE'), (179, 187, 'EVENT'), (188, 213, 'EVENT'), (225, 235, 'NORP'), (302, 317, 'TIME'), (351, 361, 'NORP'), (369, 377, 'LANGUAGE'), (395, 402, 'GPE'), (404, 410, 'GPE'), (412, 419, 'GPE'), (421, 431, 'GPE'), (433, 440, 'GPE'), (458, 487, 'EVENT'), (505, 538, 'WORK_OF_ART')]","[(0, 25, 'ORG')]","[[0, 80, 'ORG'], [395, 402, 'LOC'], [404, 410, 'LOC'], [412, 419, 'LOC'], [421, 431, 'LOC'], [433, 440, 'LOC']]","[[0, 24, 'ORG'], [25, 41, 'LOC'], [55, 64, 'ORG'], [395, 402, 'LOC'], [404, 410, 'LOC'], [412, 419, 'LOC'], [421, 431, 'LOC'], [433, 440, 'LOC']]",,
